Timestamp,Gender,Age group,Profession,Average screen time on daily basis (phone or laptop),Average time spent on social media on daily basis,What's your most used social media platform?,Your content-format preference while using Instagram,Your content-format preference while using Youtube,What kind of content do you prefer?,Do you feel that consuming short-form content has reduced your ability to focus on longer tasks or content? ,  How long can you stay focused on a task without getting distracted?  ,Do you find it difficult to focus on longer videos or read articles after consuming short-form content?,Do you feel addicted to these platforms and short-length contents?,How do you feel after spending time watching short-form videos?,Have you ever tried to reduce the time spent on short-form videos?,Has it affected your productivity in terms of work and life?
2025-01-14 20:47:45.604,Female,20-30,Employed,8+ hours,2-4 hours,Instagram,"Longer videos (>30 seconds), Reels (under 20 seconds), Instagram stories","Shorts, Videos (< 10mins)","Lifestyle, Fitness",Yes,"10-30mins, > 30 mins",Yes,Yes,Guilty,Yes and i was unsuccessful,Yes
2025-01-15 17:29:03.788,Male,20-30,Employed,8+ hours,< 2 hours,Youtube,Longer videos (>30 seconds),"Videos (< 10mins), Longer videos (podcasts etc)",Educational,No,> 30 mins,Maybe,Sometimes,Guilty,Yes and i was successful,Yes
2025-01-15 18:54:45.762,Male,30-40,Employed,8+ hours,< 2 hours,Youtube,Reels (under 20 seconds),Videos (< 10mins),Educational,No,5-10 mins,No,No,Entertained,"No, I dont want to",No
2025-01-14 21:15:31.636,Male,20-30,Student,6-8 hours,4-6hours,Instagram,Reels (under 20 seconds),Shorts,"Entertainment, Comedy",Yes,10-30mins,No,No,Neutral,Yes and i was successful,Sometimes
2025-01-15 12:18:01.580,Male,>50,Freelancing,< 2hours,< 2 hours,Youtube,Reels (under 20 seconds),Shorts,"Lifestyle, Fitness",No,< 5mins,No,No,Entertained,Yes and i was successful,No
2025-01-14 22:59:47.246,"Male, Female",<20,Student,4-6 hours,2-4 hours,Instagram,Longer videos (>30 seconds),Videos (< 10mins),"Lifestyle, Fitness",Yes,10-30mins,Yes,Yes,"Guilty, Entertained",Yes and i was successful,"Yes, Sometimes"
2025-01-15 17:03:58.756,Female,40-50,Employed,8+ hours,< 2 hours,Youtube,Reels (under 20 seconds),Videos (< 10mins),Educational,Yes,10-30mins,Yes,Yes,Entertained,Yes and i was unsuccessful,Sometimes
2025-01-14 20:31:54.981,Male,20-30,Employed,8+ hours,< 2 hours,Youtube,Longer videos (>30 seconds),Longer videos (podcasts etc),"Latest trends, challenges etc",No,> 30 mins,No,No,Entertained,Yes and i was successful,No
2025-01-16 00:30:37.704,Male,>50,Employed,2-4hours,< 2 hours,Youtube,Instagram stories,Shorts,"Entertainment, Comedy",No,5-10 mins,No,Yes,Relaxed,"No, I dont want to",Yes
2025-01-15 15:20:49.084,Male,30-40,Employed,4-6 hours,4-6hours,Facebook,Reels (under 20 seconds),"Videos (< 10mins), Longer videos (podcasts etc)","Latest trends, challenges etc",Maybe,< 5mins,Yes,No,Relaxed,Yes and i was successful,No
2025-01-15 19:47:23.567,Female,40-50,Employed,8+ hours,< 2 hours,Facebook,Reels (under 20 seconds),Longer videos (podcasts etc),"Latest trends, challenges etc",No,10-30mins,No,No,Entertained,"No, I dont want to",Yes
2025-01-14 23:18:27.945,Male,40-50,"Student, Employed",8+ hours,< 2 hours,Youtube,Longer videos (>30 seconds),Longer videos (podcasts etc),Educational,Yes,> 30 mins,No,Sometimes,Entertained,Yes and i was successful,No
2025-01-16 09:51:35.539,Male,>50,Employed,< 2hours,< 2 hours,Youtube,Longer videos (>30 seconds),"Videos (< 10mins), Longer videos (podcasts etc)",Educational,Yes,10-30mins,Maybe,Sometimes,Neutral,Yes and i was unsuccessful,Sometimes
2025-01-14 22:35:11.746,Female,20-30,Employed,8+ hours,2-4 hours,Instagram,"Longer videos (>30 seconds), Reels (under 20 seconds)",Longer videos (podcasts etc),"Latest trends, challenges etc",Maybe,> 30 mins,Maybe,Yes,"Relaxed, Neutral",Yes and i was successful,Sometimes
2025-01-15 19:18:00.899,Male,>50,Employed,4-6 hours,< 2 hours,Youtube,Longer videos (>30 seconds),Longer videos (podcasts etc),Educational,Yes,5-10 mins,Yes,Yes,Neutral,Yes and i was successful,No
2025-01-14 22:38:11.166,Female,20-30,Student,2-4hours,2-4 hours,Instagram,"Reels (under 20 seconds), Instagram stories",Videos (< 10mins),"Latest trends, challenges etc",Yes,10-30mins,Yes,Yes,"Relaxed, Entertained","No, I dont want to",Sometimes
2025-01-15 13:34:48.645,Male,20-30,Student,4-6 hours,2-4 hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Latest trends, challenges etc",Yes,10-30mins,Yes,Yes,Guilty,Yes and i was successful,Yes
2025-01-14 20:43:48.087,Male,20-30,Employed,8+ hours,2-4 hours,Instagram,Reels (under 20 seconds),Shorts,"Entertainment, Comedy",Maybe,10-30mins,Yes,Sometimes,Neutral,Yes and i was successful,Sometimes
2025-01-15 22:57:48.019,Female,20-30,Employed,8+ hours,4-6hours,Instagram,"Longer videos (>30 seconds), Reels (under 20 seconds), Instagram stories","Shorts, Videos (< 10mins), Longer videos (podcasts etc)","Entertainment, Comedy",Yes,< 5mins,No,Yes,Entertained,Yes and i was successful,Yes
2025-01-15 12:07:04.792,Male,40-50,Employed,6-8 hours,< 2 hours,Youtube,Reels (under 20 seconds),Videos (< 10mins),"Entertainment, Comedy",Maybe,10-30mins,Maybe,No,Entertained,Yes and i was unsuccessful,No
2025-01-15 20:15:52.700,Male,>50,Employed,2-4hours,< 2 hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),Educational,Maybe,< 5mins,Yes,Yes,Neutral,Yes and i was successful,No
2025-01-15 14:00:21.231,Female,40-50,Employed,< 2hours,< 2 hours,Facebook,"Reels (under 20 seconds), Instagram stories",Videos (< 10mins),"Latest trends, challenges etc",Maybe,10-30mins,Maybe,Sometimes,Neutral,Yes and i was unsuccessful,Sometimes
2025-01-15 12:05:59.200,Male,>50,Employed,< 2hours,< 2 hours,Youtube,Reels (under 20 seconds),Shorts,"Entertainment, Comedy",Maybe,< 5mins,Maybe,Sometimes,Relaxed,"No, I dont want to",Yes
2025-01-15 15:15:13.031,Female,30-40,Employed,"4-6 hours, 6-8 hours, 8+ hours",4-6hours,Instagram,"Longer videos (>30 seconds), Reels (under 20 seconds)","Shorts, Videos (< 10mins)","Lifestyle, Fitness",Maybe,> 30 mins,Maybe,Yes,Entertained,Yes and i was unsuccessful,Yes
2025-01-15 20:12:09.415,Male,40-50,Employed,8+ hours,< 2 hours,Facebook,Reels (under 20 seconds),Shorts,Educational,Maybe,> 30 mins,Maybe,Sometimes,Neutral,Yes and i was successful,Sometimes
2025-01-14 19:37:36.473,Male,<20,Student,8+ hours,8+ hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Entertainment, Comedy",No,5-10 mins,Yes,Yes,Entertained,Yes and i was unsuccessful,Yes
2025-01-15 03:54:39.498,Male,20-30,Employed,8+ hours,< 2 hours,Instagram,Longer videos (>30 seconds),Videos (< 10mins),"Latest trends, challenges etc",Maybe,> 30 mins,No,No,Neutral,Yes and i was successful,No
2025-01-14 23:35:04.350,Male,20-30,"Employed, Freelancing",6-8 hours,2-4 hours,Instagram,Reels (under 20 seconds),"Shorts, Videos (< 10mins)","Entertainment, Comedy",No,10-30mins,No,No,Entertained,"No, I dont want to",Sometimes
2025-01-15 02:36:59.137,Male,20-30,Employed,4-6 hours,< 2 hours,Instagram,"Longer videos (>30 seconds), Reels (under 20 seconds)","Shorts, Videos (< 10mins), Longer videos (podcasts etc)","Entertainment, Comedy",Yes,10-30mins,Yes,Yes,"Entertained, Neutral",Yes and i was unsuccessful,Sometimes
2025-01-14 21:22:47.171,Male,20-30,Employed,4-6 hours,2-4 hours,Instagram,"Reels (under 20 seconds), Instagram stories","Videos (< 10mins), Longer videos (podcasts etc)","Entertainment, Comedy",No,10-30mins,No,Yes,Relaxed,Yes and i was successful,Sometimes
2025-01-14 20:37:49.331,Female,20-30,Employed,2-4hours,< 2 hours,Instagram,Instagram stories,Shorts,"Entertainment, Comedy",Yes,10-30mins,Yes,Sometimes,Neutral,Yes and i was successful,No
2025-01-15 15:24:19.619,Male,40-50,Employed,4-6 hours,2-4 hours,Youtube,Instagram stories,Longer videos (podcasts etc),Educational,No,> 30 mins,No,Sometimes,Entertained,Yes and i was successful,No
2025-01-16 09:40:49.860,Male,20-30,Employed,4-6 hours,2-4 hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Entertainment, Comedy",Yes,> 30 mins,Maybe,Sometimes,Neutral,Yes and i was successful,Sometimes
2025-01-15 09:16:40.424,Male,20-30,Employed,6-8 hours,2-4 hours,Instagram,"Longer videos (>30 seconds), Reels (under 20 seconds), Instagram stories",Longer videos (podcasts etc),,No,> 30 mins,Maybe,Sometimes,Neutral,Yes and i was successful,No
2025-01-14 21:15:39.439,Male,20-30,Employed,6-8 hours,6-8 hours,Instagram,Reels (under 20 seconds),"Videos (< 10mins), Longer videos (podcasts etc)","Entertainment, Comedy",Yes,< 5mins,Yes,Yes,Guilty,Yes and i was unsuccessful,Yes
2025-01-15 00:23:10.535,Male,>50,Employed,8+ hours,< 2 hours,Youtube,Longer videos (>30 seconds),Longer videos (podcasts etc),Educational,No,> 30 mins,No,No,Neutral,"No, I dont want to",No
2025-01-16 16:32:06.162,Male,20-30,Student,2-4hours,< 2 hours,Instagram,Reels (under 20 seconds),Longer videos (podcasts etc),"Entertainment, Comedy",No,> 30 mins,No,No,Neutral,"No, I dont want to",No
2025-01-15 20:27:18.630,Female,20-30,Employed,8+ hours,2-4 hours,Instagram,"Reels (under 20 seconds), Instagram stories",Shorts,"Entertainment, Comedy",Maybe,> 30 mins,Maybe,Sometimes,Neutral,Yes and i was unsuccessful,Sometimes
2025-01-15 15:50:55.771,Male,30-40,Employed,4-6 hours,2-4 hours,Instagram,"Reels (under 20 seconds), Instagram stories","Shorts, Longer videos (podcasts etc)","Entertainment, Comedy",No,10-30mins,No,Sometimes,Entertained,Yes and i was successful,Yes
2025-01-15 12:11:45.274,Female,>50,Unemployed,4-6 hours,< 2 hours,Youtube,Instagram stories,Videos (< 10mins),"Entertainment, Comedy",No,10-30mins,Yes,Sometimes,Entertained,Yes and i was successful,No
2025-01-14 20:46:30.070,Male,20-30,"Employed, Freelancing",2-4hours,2-4 hours,Youtube,Reels (under 20 seconds),Videos (< 10mins),"Entertainment, Comedy",Yes,> 30 mins,No,"Yes, Sometimes","Relaxed, Guilty",Yes and i was successful,No
2025-01-15 12:07:04.792,Male,40-50,Employed,6-8 hours,< 2 hours,Youtube,Reels (under 20 seconds),Videos (< 10mins),"Entertainment, Comedy",Maybe,10-30mins,Maybe,No,Entertained,Yes and i was unsuccessful,No
2025-01-15 12:24:31.228,Male,40-50,Employed,6-8 hours,< 2 hours,Facebook,Instagram stories,Shorts,Educational,Maybe,5-10 mins,Maybe,Sometimes,Relaxed,Yes and i was successful,Sometimes
2025-01-14 23:17:02.888,Female,20-30,Student,6-8 hours,< 2 hours,Youtube,Longer videos (>30 seconds),Longer videos (podcasts etc),Educational,No,< 5mins,"No, Maybe",Sometimes,Guilty,Yes and i was successful,Sometimes
2025-01-18 02:58:08.576,Female,20-30,Employed,< 2hours,< 2 hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Latest trends, challenges etc",No,> 30 mins,"Yes, No",No,Neutral,"No, I dont want to",No
2025-01-15 16:42:13.249,Male,>50,Employed,2-4hours,< 2 hours,Youtube,Longer videos (>30 seconds),Videos (< 10mins),"Lifestyle, Fitness",Maybe,10-30mins,No,Sometimes,Relaxed,Yes and i was successful,Sometimes
2025-01-16 13:34:43.782,Female,40-50,Freelancing,< 2hours,2-4 hours,Facebook,Reels (under 20 seconds),Videos (< 10mins),"Lifestyle, Fitness",Maybe,> 30 mins,No,No,Neutral,Yes and i was successful,No
2025-01-14 23:02:18.321,Female,<20,Student,4-6 hours,2-4 hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Entertainment, Comedy",Yes,5-10 mins,Yes,Yes,Guilty,Yes and i was unsuccessful,Yes
2025-01-15 19:21:02.636,Male,>50,Employed,2-4hours,2-4 hours,Facebook,Longer videos (>30 seconds),Videos (< 10mins),"Entertainment, Comedy",Maybe,5-10 mins,Yes,Yes,Relaxed,Yes and i was successful,Yes
2025-01-15 19:09:41.127,Male,>50,Unemployed,2-4hours,< 2 hours,Youtube,Reels (under 20 seconds),Videos (< 10mins),"Entertainment, Comedy",No,10-30mins,Maybe,No,Entertained,Yes and i was successful,No
2025-01-15 10:36:20.714,Male,20-30,Unemployed,4-6 hours,2-4 hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Latest trends, challenges etc",Yes,10-30mins,Yes,Yes,Guilty,Yes and i was unsuccessful,Yes
2025-01-15 09:16:40.424,Male,20-30,Employed,6-8 hours,2-4 hours,Instagram,"Longer videos (>30 seconds), Reels (under 20 seconds), Instagram stories",Longer videos (podcasts etc),,No,> 30 mins,Maybe,Sometimes,Neutral,Yes and i was successful,No
2025-01-15 12:43:58.809,Male,>50,Employed,2-4hours,< 2 hours,Youtube,Longer videos (>30 seconds),Longer videos (podcasts etc),"Latest trends, challenges etc",Yes,10-30mins,No,Yes,Entertained,Yes and i was unsuccessful,Yes
2025-01-15 18:12:52.575,Male,40-50,Employed,8+ hours,< 2 hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Entertainment, Comedy",Maybe,10-30mins,Yes,Yes,Neutral,Yes and i was unsuccessful,Sometimes
2025-01-14 20:29:54.959,Female,20-30,Employed,2-4hours,2-4 hours,Instagram,Reels (under 20 seconds),"Videos (< 10mins), Longer videos (podcasts etc)","Entertainment, Comedy",Yes,10-30mins,No,Yes,Entertained,Yes and i was successful,Sometimes
2025-01-14 19:35:31.699,Male,40-50,Freelancing,8+ hours,4-6hours,Youtube,Longer videos (>30 seconds),Longer videos (podcasts etc),Educational,No,> 30 mins,No,Sometimes,Neutral,Yes and i was successful,No
2025-01-14 22:38:11.166,Female,20-30,Student,2-4hours,2-4 hours,Instagram,"Reels (under 20 seconds), Instagram stories",Videos (< 10mins),"Latest trends, challenges etc",Yes,10-30mins,Yes,Yes,"Relaxed, Entertained","No, I dont want to",Sometimes
2025-01-16 16:32:06.162,Male,20-30,Student,2-4hours,< 2 hours,Instagram,Reels (under 20 seconds),Longer videos (podcasts etc),"Entertainment, Comedy",No,> 30 mins,No,No,Neutral,"No, I dont want to",No
2025-01-14 22:02:14.437,Male,20-30,Student,4-6 hours,2-4 hours,Instagram,"Longer videos (>30 seconds), Reels (under 20 seconds)","Shorts, Videos (< 10mins)","Entertainment, Comedy",Maybe,5-10 mins,Yes,Sometimes,Guilty,Yes and i was successful,Sometimes
2025-01-15 16:49:58.989,Male,30-40,Employed,2-4hours,< 2 hours,Youtube,"Longer videos (>30 seconds), Reels (under 20 seconds)","Shorts, Videos (< 10mins)","Entertainment, Comedy",Yes,10-30mins,No,No,Neutral,Yes and i was successful,Yes
2025-01-15 21:51:57.830,Male,>50,Employed,4-6 hours,4-6hours,Instagram,"Longer videos (>30 seconds), Reels (under 20 seconds), Instagram stories","Shorts, Videos (< 10mins)","Entertainment, Comedy",Yes,< 5mins,Yes,Yes,Guilty,Yes and i was successful,Yes
2025-01-15 15:32:00.783,Male,30-40,Employed,8+ hours,< 2 hours,Instagram,Instagram stories,Longer videos (podcasts etc),"Lifestyle, Fitness",No,5-10 mins,Yes,Sometimes,Neutral,Yes and i was successful,Yes
2025-01-14 21:15:39.439,Male,20-30,Employed,6-8 hours,6-8 hours,Instagram,Reels (under 20 seconds),"Videos (< 10mins), Longer videos (podcasts etc)","Entertainment, Comedy",Yes,< 5mins,Yes,Yes,Guilty,Yes and i was unsuccessful,Yes
2025-01-15 15:17:28.106,Male,20-30,Employed,8+ hours,2-4 hours,Instagram,"Reels (under 20 seconds), Instagram stories",Longer videos (podcasts etc),"Entertainment, Comedy",Maybe,> 30 mins,No,Sometimes,Neutral,Yes and i was successful,Sometimes
2025-01-14 20:46:30.070,Male,20-30,"Employed, Freelancing",2-4hours,2-4 hours,Youtube,Reels (under 20 seconds),Videos (< 10mins),"Entertainment, Comedy",Yes,> 30 mins,No,"Yes, Sometimes","Relaxed, Guilty",Yes and i was successful,No
2025-01-14 23:04:32.484,Female,20-30,Employed,8+ hours,4-6hours,Instagram,Instagram stories,Videos (< 10mins),"Lifestyle, Fitness",Maybe,> 30 mins,Maybe,Sometimes,Neutral,"No, I dont want to",Sometimes
2025-01-15 17:03:58.756,Female,40-50,Employed,8+ hours,< 2 hours,Youtube,Reels (under 20 seconds),Videos (< 10mins),Educational,Yes,10-30mins,Yes,Yes,Entertained,Yes and i was unsuccessful,Sometimes
2025-01-14 20:33:44.313,"Female, Prefer not to say",20-30,Employed,6-8 hours,4-6hours,Instagram,Reels (under 20 seconds),"Shorts, Videos (< 10mins)","Entertainment, Comedy",Yes,5-10 mins,Yes,Yes,Guilty,Yes and i was unsuccessful,Yes
2025-01-15 12:07:04.792,Male,40-50,Employed,6-8 hours,< 2 hours,Youtube,Reels (under 20 seconds),Videos (< 10mins),"Entertainment, Comedy",Maybe,10-30mins,Maybe,No,Entertained,Yes and i was unsuccessful,No
2025-01-14 20:47:31.260,Male,20-30,Employed,8+ hours,2-4 hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Entertainment, Comedy",Yes,< 5mins,Yes,Sometimes,Neutral,"No, I dont want to","No, Sometimes"
2025-01-15 13:20:38.916,Female,40-50,Freelancing,< 2hours,< 2 hours,Youtube,Longer videos (>30 seconds),Videos (< 10mins),Educational,Yes,5-10 mins,Yes,Yes,Relaxed,"No, I dont want to",Sometimes
2025-01-15 12:32:54.841,Female,40-50,Unemployed,< 2hours,< 2 hours,Youtube,Reels (under 20 seconds),Longer videos (podcasts etc),Educational,Maybe,10-30mins,Yes,No,Neutral,"No, I dont want to",Sometimes
2025-01-14 23:49:12.926,Male,20-30,Employed,6-8 hours,< 2 hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Entertainment, Comedy",Maybe,5-10 mins,No,Sometimes,Neutral,Yes and i was successful,Sometimes
2025-01-15 18:18:16.165,Male,30-40,Employed,2-4hours,< 2 hours,Instagram,Reels (under 20 seconds),Shorts,"Entertainment, Comedy",Yes,10-30mins,Yes,Yes,Entertained,Yes and i was successful,Sometimes
2025-01-15 16:49:58.989,Male,30-40,Employed,2-4hours,< 2 hours,Youtube,"Longer videos (>30 seconds), Reels (under 20 seconds)","Shorts, Videos (< 10mins)","Entertainment, Comedy",Yes,10-30mins,No,No,Neutral,Yes and i was successful,Yes
2025-01-15 03:54:39.498,Male,20-30,Employed,8+ hours,< 2 hours,Instagram,Longer videos (>30 seconds),Videos (< 10mins),"Latest trends, challenges etc",Maybe,> 30 mins,No,No,Neutral,Yes and i was successful,No
2025-01-15 12:18:01.580,Male,>50,Freelancing,< 2hours,< 2 hours,Youtube,Reels (under 20 seconds),Shorts,"Lifestyle, Fitness",No,< 5mins,No,No,Entertained,Yes and i was successful,No
2025-01-15 19:47:23.567,Female,40-50,Employed,8+ hours,< 2 hours,Facebook,Reels (under 20 seconds),Longer videos (podcasts etc),"Latest trends, challenges etc",No,10-30mins,No,No,Entertained,"No, I dont want to",Yes
2025-01-15 12:20:14.008,Male,40-50,Employed,8+ hours,< 2 hours,Youtube,Reels (under 20 seconds),Videos (< 10mins),"Latest trends, challenges etc",Maybe,5-10 mins,Maybe,Sometimes,Neutral,Yes and i was successful,Sometimes
2025-01-15 11:47:27.329,Male,>50,Employed,8+ hours,< 2 hours,Youtube,Reels (under 20 seconds),Shorts,"Entertainment, Comedy",Yes,< 5mins,Yes,No,Entertained,Yes and i was successful,Yes
2025-01-15 16:00:10.969,Female,20-30,Employed,"4-6 hours, 6-8 hours",4-6hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Lifestyle, Fitness",Yes,< 5mins,Yes,"Yes, Sometimes",Entertained,Yes and i was unsuccessful,"Yes, Sometimes"
2025-01-15 12:20:14.008,Male,40-50,Employed,8+ hours,< 2 hours,Youtube,Reels (under 20 seconds),Videos (< 10mins),"Latest trends, challenges etc",Maybe,5-10 mins,Maybe,Sometimes,Neutral,Yes and i was successful,Sometimes
2025-01-15 19:47:23.567,Female,40-50,Employed,8+ hours,< 2 hours,Facebook,Reels (under 20 seconds),Longer videos (podcasts etc),"Latest trends, challenges etc",No,10-30mins,No,No,Entertained,"No, I dont want to",Yes
2025-01-14 23:23:19.169,Male,20-30,Employed,8+ hours,4-6hours,Instagram,"Longer videos (>30 seconds), Reels (under 20 seconds), Instagram stories","Shorts, Videos (< 10mins)","Entertainment, Comedy",No,> 30 mins,No,No,"Relaxed, Entertained, Neutral","No, I dont want to",No
2025-01-15 16:42:13.249,Male,>50,Employed,2-4hours,< 2 hours,Youtube,Longer videos (>30 seconds),Videos (< 10mins),"Lifestyle, Fitness",Maybe,10-30mins,No,Sometimes,Relaxed,Yes and i was successful,Sometimes
2025-01-15 12:19:35.168,Male,>50,Employed,4-6 hours,< 2 hours,Youtube,Reels (under 20 seconds),Videos (< 10mins),"Entertainment, Comedy",Yes,> 30 mins,Yes,Yes,Neutral,Yes and i was unsuccessful,No
2025-01-14 21:15:39.439,Male,20-30,Employed,6-8 hours,6-8 hours,Instagram,Reels (under 20 seconds),"Videos (< 10mins), Longer videos (podcasts etc)","Entertainment, Comedy",Yes,< 5mins,Yes,Yes,Guilty,Yes and i was unsuccessful,Yes
2025-01-15 20:00:42.972,Male,40-50,Employed,8+ hours,< 2 hours,Youtube,Longer videos (>30 seconds),Videos (< 10mins),"Entertainment, Comedy",Yes,10-30mins,Yes,Sometimes,Entertained,Yes and i was successful,Sometimes
2025-01-14 21:16:04.586,Male,20-30,Freelancing,4-6 hours,< 2 hours,Instagram,Longer videos (>30 seconds),Longer videos (podcasts etc),Educational,Yes,5-10 mins,Maybe,No,Entertained,Yes and i was successful,No
2025-01-14 21:01:58.726,Male,20-30,"Employed, Freelancing",2-4hours,< 2 hours,Youtube,Reels (under 20 seconds),Shorts,"Entertainment, Comedy",Maybe,5-10 mins,Maybe,Sometimes,Neutral,"No, I dont want to",Sometimes
2025-01-14 20:46:30.070,Male,20-30,"Employed, Freelancing",2-4hours,2-4 hours,Youtube,Reels (under 20 seconds),Videos (< 10mins),"Entertainment, Comedy",Yes,> 30 mins,No,"Yes, Sometimes","Relaxed, Guilty",Yes and i was successful,No
2025-01-15 12:37:08.797,Male,40-50,Freelancing,6-8 hours,2-4 hours,Youtube,Longer videos (>30 seconds),Shorts,Educational,Maybe,5-10 mins,No,No,Neutral,Yes and i was successful,No
2025-01-15 21:18:54.756,Male,40-50,Employed,< 2hours,< 2 hours,Facebook,Reels (under 20 seconds),Videos (< 10mins),Educational,Maybe,> 30 mins,Maybe,Sometimes,Neutral,Yes and i was successful,No
2025-01-15 12:08:20.874,Male,40-50,Employed,8+ hours,2-4 hours,Youtube,Reels (under 20 seconds),Videos (< 10mins),"Latest trends, challenges etc",Maybe,5-10 mins,Maybe,Sometimes,Neutral,Yes and i was successful,Sometimes
